Year,Event,Name,Medal,Gender,Country,Age,type
2024,Compound Men's individual,Fabrizio Aloisi,Silver,Male,Italy,Unknown,FIELD
2024,Compound Men's individual,Stef Willems,Bronze,Male,Netherlands,Unknown,FIELD
2024,Recurve Men's individual,Nectarios Condurache,Gold,Male,Romania,Unknown,FIELD
2024,Recurve Men's individual,Daniel Medveczky,Silver,Male,Slovakia,Unknown,FIELD
2024,Recurve Men's individual,Christopher Jackson,Bronze,Male,Australia,Unknown,FIELD
2024,Barebow Men's individual,Ludvig Rohlin,Gold,Male,Sweden,Unknown,FIELD
2024,Barebow Men's individual,Oliver Hicks  Great Britain,Silver,Male,Britain,Unknown,FIELD
2024,Barebow Men's individual,Hugo Lobb,Bronze,Male,Australia,Unknown,FIELD
2024,Compound Women's individual,Jaqueline Ringström,Gold,Female,Sweden,Unknown,FIELD
2024,Compound Women's individual,Giulia Di Nardo,Silver,Female,Italy,Unknown,FIELD
2024,Compound Women's individual,Rendyn Brooks,Bronze,Female,States,Unknown,FIELD
2024,Recurve Women's individual,Lucia Mosna,Gold,Female,Italy,Unknown,FIELD
2024,Recurve Women's individual,Amelia Gagne,Silver,Female,Canada,Unknown,FIELD
2024,Recurve Women's individual,Hailey Franzone,Bronze,Female,States,Unknown,FIELD
2024,Barebow Women's individual,Barbara Feltre,Gold,Female,Italy,Unknown,FIELD
2024,Barebow Women's individual,Jaelyn Coleman,Silver,Female,States,Unknown,FIELD
2024,Barebow Women's individual,Tessa Hogan,Bronze,Female,States,Unknown,FIELD
1971,Instinctive Men's individual,Elmer Moore,Gold,Male,Moore,Unknown,FIELD
1971,Instinctive Men's individual,Leif Berggren,Silver,Male,Berggren,Unknown,FIELD
1971,Instinctive Men's individual,Soren Wikingsson,Bronze,Male,Wikingsson,Unknown,FIELD
1971,Freestyle Men's individual,Stephen Lieberman,Gold,Male,Lieberman,Unknown,FIELD
1971,Freestyle Men's individual,Derek Gunson,Silver,Male,Gunson,Unknown,FIELD
1971,Freestyle Men's individual,Christopher Labucki,Bronze,Male,Labucki,Unknown,FIELD
1971,Instinctive Women's individual,Eunice Schewe,Gold,Female,Schewe,Unknown,FIELD
1971,Instinctive Women's individual,Ingegerd Grandqvist,Silver,Female,Grandqvist,Unknown,FIELD
1971,Instinctive Women's individual,Ester Lindgren,Bronze,Female,Lindgren,Unknown,FIELD
1971,Freestyle Women's individual,Sonia Johansson,Gold,Female,Johansson,Unknown,FIELD
1971,Freestyle Women's individual,Maureen Bechdolt,Silver,Female,Bechdolt,Unknown,FIELD
1971,Freestyle Women's individual,Barbara Brown,Bronze,Female,Brown,Unknown,FIELD
